title,artist,price,product_url,image_url
Are We There Yet? Lightweight Sweatshirt,Steven Rhodes,£27.01,https://www.redbubble.comhttps://www.redbubble.com/i/sweatshirt/Are-We-There-Yet-by-stevenrhodes/116031239.9HM5V,"https://ih1.redbubble.net/image.3811659724.1239/ssrco,lightweight_sweatshirt,mens,0e1521:7e32d1c5b7,front,square_product,x600-bg,f8f8f8.jpg"
GRISELDA small Pullover Hoodie,RomeoFlaco,£30.87,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/GRISELDA-small-by-RomeoFlaco/42958712.YFBT8.XYZ,"https://ih1.redbubble.net/image.988492597.8712/ssrco,mhoodie,womens,101010:01c5ca27c6,front,square_product,x600-bg,f8f8f8.1.jpg"
8.6 limited edition beer Classic Zipped Hoodie,DanaLeadbette,£32.92,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/8-6-limited-edition-beer-Classic-by-DanaLeadbette/92885470.BN4XF,"https://ih1.redbubble.net/image.2906300463.5470/ssrco,mhoodiez,mens,101010:01c5ca27c6,front,square_product,600x600-bg,f8f8f8.jpg"
Lady Amalthea - The Last Unicorn Lightweight Hoodie,medusadollmaker,£29.17,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/Lady-Amalthea-The-Last-Unicorn-by-medusadollmaker/38573021.2FUSB,"https://ih1.redbubble.net/image.810521214.3021/ssrco,lightweight_hoodie,mens,heather_mid_charcoal,front,square_product,x600-bg,f8f8f8.2u2.jpg"
Berleezy - New #EEZYWORLD Spider Apparel Lightweight Sweatshirt,Ideas-Heaven,£27.02,https://www.redbubble.comhttps://www.redbubble.com/i/sweatshirt/Berleezy-New-EEZYWORLD-Spider-Apparel-by-Ideas-Heaven/65211652.0LCRC.XYZ,"https://ih1.redbubble.net/image.1937298922.1652/ssrco,lightweight_sweatshirt,womens,101010:01c5ca27c6,front,square_product,x600-bg,f8f8f8.1.jpg"
Smiling Musical Fox Zipped Hoodie,38Sunsets,£37.87,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/Smiling-Musical-Fox-by-38Sunsets/36100767.3322G,"https://ih1.redbubble.net/image.776448068.0767/ssrco,mhoodiez,mens,081a2e:18137d705a,back,square_product,600x600-bg,f8f8f8.u2.jpg"
Copenhagen Business School Lightweight Hoodie,Kaixiu-Art,£30.29,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/Copenhagen-Business-School-by-Kaixiu-Art/84419066.CVVWR.XYZ,"https://ih1.redbubble.net/image.2583164421.9066/ssrco,lightweight_hoodie,womens,406f9c:563adebf26,front,square_product,x600-bg,f8f8f8.1.jpg"
NEW ORDER Lightweight Hoodie,DonaAllard,£26.93,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/NEW-ORDER-by-DonaAllard/151101303.O6XP1,"https://ih1.redbubble.net/image.5198290716.1303/ssrco,lightweight_hoodie,mens,101010:01c5ca27c6,front,square_product,x600-bg,f8f8f8.2.jpg"
NASA-Inspired Outer Wilds Ventures Pullover Sweatshirt,SnowingRivers,£25.28,https://www.redbubble.comhttps://www.redbubble.com/i/sweatshirt/NASA-Inspired-Outer-Wilds-Ventures-by-SnowingRivers/43282156.7PZBN,"https://ih1.redbubble.net/image.1001862894.2156/ra,sweatshirt,x1800,fcfcfa:e7fde99dd4,front-c,281,327,600,600-bg,f8f8f8.jpg"
Yellow eyes Pullover Sweatshirt,VintageRap,£24.11,https://www.redbubble.comhttps://www.redbubble.com/i/sweatshirt/Yellow-eyes-by-VintageRap/60205457.LEP2X,"https://ih1.redbubble.net/image.1767087155.5457/ra,sweatshirt,x1800,101010:01c5ca27c6,front-c,281,327,600,600-bg,f8f8f8.jpg"
Cat silhouette Zipped Hoodie,NVDesigns,£35.67,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/Cat-silhouette-by-NVDesigns/40513490.BN4XF,"https://ih1.redbubble.net/image.3982802598.3490/ssrco,mhoodiez,mens,101010:01c5ca27c6,front,square_product,600x600-bg,f8f8f8.jpg"
Habibi Design Pullover Hoodie,MissDewi,£30.87,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/Habibi-Design-by-MissDewi/29455475.YFBT8.XYZ,"https://ih1.redbubble.net/image.4254259101.5475/ssrco,mhoodie,womens,101010:01c5ca27c6,front,square_product,x600-bg,f8f8f8.1u4.jpg"
Clair Obscur Expedition 33 Lightweight Hoodie,ratsor ratsor,£29.84,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/Clair-Obscur-Expedition-33-by-brahimyahya/170701741.O6XP1.XYZ,"https://ih1.redbubble.net/image.5833681177.1741/ssrco,lightweight_hoodie,womens,101010:01c5ca27c6,front,square_product,x600-bg,f8f8f8.1u2.jpg"
Slipknoot noot penguin death metal goth hard rock Zipped Hoodie,Lenny Stahl,£34.30,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/Slipknoot-noot-penguin-death-metal-goth-hard-rock-by-Spanky3328/78300109.7CSOZ,"https://ih1.redbubble.net/image.4424179835.0109/ssrco,mhoodiez,mens,101010:01c5ca27c6,back,square_product,600x600-bg,f8f8f8.jpg"
Capsule Corp. Zipped Hoodie,eitandam,£32.92,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/Capsule-Corp-by-eitandam/102843725.BN4XF,"https://ih1.redbubble.net/image.3280386524.3725/ssrco,mhoodiez,mens,101010:01c5ca27c6,front,square_product,600x600-bg,f8f8f8.jpg"
croissant Pullover Sweatshirt,swankytim,£27.56,https://www.redbubble.comhttps://www.redbubble.com/i/sweatshirt/croissant-by-swankytim/108464975.WY6W4,"https://ih1.redbubble.net/image.3499167870.4975/ra,sweatshirt,x1800,2649ab:cd93e31dd7,front-c,281,327,600,600-bg,f8f8f8.jpg"
FRIENDS Lightweight Hoodie,Princendour,£26.93,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/FRIENDS-by-Princendour/47688788.O6XP1.XYZ,"https://ih1.redbubble.net/image.1189386463.8788/ssrco,lightweight_hoodie,womens,101010:01c5ca27c6,front,square_product,x600-bg,f8f8f8.1.jpg"
Sickick Logo S!ckK!ck Pullover Hoodie,Mr Shy,£34.72,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/Sickick-Logo-S-ckK-ck-by-MrShy/135796451.VR8OC.XYZ,"https://ih1.redbubble.net/image.4641794194.6451/ssrco,mhoodie,womens,fafafa:ca443f4786,front,square_product,x600-bg,f8f8f8.1.jpg"
Swimming Girl Definition Funny & Sassy Sports Design Lightweight Hoodie,yesqueen,£28.04,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/Swimming-Girl-Definition-Funny-and-Sassy-Sports-Design-by-yesqueen/31647929.O6XP1,"https://ih1.redbubble.net/image.560909969.7929/ssrco,lightweight_hoodie,mens,101010:01c5ca27c6,front,square_product,x600-bg,f8f8f8.2u2.jpg"
The College Dropout Godfather Pullover Hoodie,JosephLeee,£30.87,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/The-College-Dropout-Godfather-by-JosephLeee/127001983.YFBT8.XYZ,"https://ih1.redbubble.net/image.4274941058.1983/ssrco,mhoodie,womens,101010:01c5ca27c6,front,square_product,x600-bg,f8f8f8.1.jpg"
Tamiya Stars Logo Lightweight Hoodie,RC Racing Legends,£26.93,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/Tamiya-Stars-Logo-by-RCRacingLegends/60783990.GQV8B,"https://ih1.redbubble.net/image.1787985247.3990/ssrco,lightweight_hoodie,mens,heather_mid_grey,front,square_product,x600-bg,f8f8f8.2.jpg"
Godolphin White Lightweight Hoodie,toly,£26.92,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/Godolphin-White-by-toly/52435861.CVVWR,"https://ih1.redbubble.net/image.1410374221.5861/ssrco,lightweight_hoodie,mens,406f9c:563adebf26,front,square_product,x600-bg,f8f8f8.2.jpg"
shady Pullover Hoodie,livingston88,£36.00,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/shady-by-livingston88/142869131.YFBT8,"https://ih1.redbubble.net/image.4928408288.9131/ssrco,mhoodie,mens,101010:01c5ca27c6,front,square_product,x600-bg,f8f8f8.1.jpg"
"design ghost Legend band, ghost music Pullover Sweatshirt",Yonobakrie,£27.56,https://www.redbubble.comhttps://www.redbubble.com/i/sweatshirt/design-ghost-Legend-band-ghost-music-by-Yonobakrie/164239179.LEP2X,"https://ih1.redbubble.net/image.5634564791.9179/ra,sweatshirt,x1800,101010:01c5ca27c6,front-c,281,327,600,600-bg,f8f8f8.jpg"
Greendale Community College E Pluribus Anus Wei5c Classic T-Shirt Pullover Sweatshirt,MaddisonHicks,£27.56,https://www.redbubble.comhttps://www.redbubble.com/i/sweatshirt/Greendale-Community-College-E-Pluribus-Anus-Wei5c-Classic-T-Shirt-by-MaddisonHicks/104077792.LEP2X,"https://ih1.redbubble.net/image.3328012597.7792/ra,sweatshirt,x1800,101010:01c5ca27c6,front-c,281,327,600,600-bg,f8f8f8.jpg"
Blinks 182 Band Blinks 182 Concert Pullover Hoodie,FusionVisions,£30.87,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/Blinks-182-Band-Blinks-182-Concert-by-FusionVisions/166340631.YFBT8,"https://ih1.redbubble.net/image.5700001786.0631/ssrco,mhoodie,mens,101010:01c5ca27c6,front,square_product,x600-bg,f8f8f8.1.jpg"
Big V t-shirt and more Zipped Hoodie,footy and more,£49.40,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/Big-V-t-shirt-and-more-by-guy1788/39191257.AJ57R,"https://ih1.redbubble.net/image.833721161.1257/ssrco,mhoodiez,mens,081a2e:18137d705a,front,square_product,600x600-bg,f8f8f8.jpg"
Barry Sheene Motogp Pullover Hoodie,EagleBleak,£37.29,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/Barry-Sheene-Motogp-by-EagleBleak/150994322.YFBT8.XYZ,"https://ih1.redbubble.net/image.5223448556.4322/ssrco,mhoodie,womens,101010:01c5ca27c6,front,square_product,x600-bg,f8f8f8.1.jpg"
Stone Roses Ian Brown Madchester Adored Manchester Sports Design Classic T-Shirt Zipped Hoodie,Lindaeaver,£32.92,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/Stone-Roses-Ian-Brown-Madchester-Adored-Manchester-Sports-Design-Classic-T-Shirt-by-Lindaeaver/98558533.BN4XF,"https://ih1.redbubble.net/image.3118204083.8533/ssrco,mhoodiez,mens,101010:01c5ca27c6,front,square_product,600x600-bg,f8f8f8.jpg"
VETEMENTS Lightweight Sweatshirt,LAFLAME,£24.93,https://www.redbubble.comhttps://www.redbubble.com/i/sweatshirt/VETEMENTS-by-LAFLAME/28220383.0LCRC,"https://ih1.redbubble.net/image.435706790.0383/ssrco,lightweight_sweatshirt,mens,101010:01c5ca27c6,front,square_product,x600-bg,f8f8f8.u7.jpg"
The Great Wave off Kanagawa by Katsushika Hokusai (c 1830-1833) Pullover Sweatshirt,allhistory,£27.93,https://www.redbubble.comhttps://www.redbubble.com/i/sweatshirt/The-Great-Wave-off-Kanagawa-by-Katsushika-Hokusai-c-1830-1833-by-allhistory/18456390.7PZBN,"https://ih1.redbubble.net/image.746175645.6390/ra,sweatshirt,x1800,fcfcfa:e7fde99dd4,front-c,281,327,600,600-bg,f8f8f8.u3.jpg"
Vib Ribbon Lightweight Hoodie,autoboxdesign,£26.03,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/Vib-Ribbon-by-autoboxdesign/34559083.O6XP1.XYZ,"https://ih1.redbubble.net/image.3280970787.9083/ssrco,lightweight_hoodie,womens,101010:01c5ca27c6,front,square_product,x600-bg,f8f8f8.1u4.jpg"
Mid-80s Logomark Athletics West Track Club Lightweight Hoodie,Athletics West,£26.93,https://www.redbubble.comhttps://www.redbubble.com/i/hoodie/Mid-80s-Logomark-Athletics-West-Track-Club-by-ScaryTown/141329321.MAO2B,"https://ih1.redbubble.net/image.4850972504.9321/ssrco,lightweight_hoodie,mens,heather_denim,front,square_product,x600-bg,f8f8f8.2.jpg"
Berklee College of Music Pullover Sweatshirt,kjanaexx,£25.28,https://www.redbubble.comhttps://www.redbubble.com/i/sweatshirt/Berklee-College-of-Music-by-kjanaexx/16312074.7PZBN,"https://ih1.redbubble.net/image.1416862392.2074/ra,sweatshirt,x1800,fcfcfa:e7fde99dd4,front-c,281,327,600,600-bg,f8f8f8.u1.jpg"
